Accession Number,Sample Date,Field,Sample Region,Sample Type,H9,NDV,Market,Day,Month,Year
11241,20/11/2002,SF712,HK,C,0,0,4,20,11,2002
11242,20/11/2002,SF713,HK,C,0,0,4,20,11,2002
11243,20/11/2002,SF714,HK,C,0,0,4,20,11,2002
11244,20/11/2002,SF715,HK,C,0,0,4,20,11,2002
11245,20/11/2002,SF716,HK,C,0,0,4,20,11,2002
11247,20/11/2002,SF718,HK,C,0,0,4,20,11,2002
11248,20/11/2002,SF719,HK,C,0,0,4,20,11,2002
11251,20/11/2002,SF722,HK,C,0,0,4,20,11,2002
11252,20/11/2002,SF723,HK,C,0,0,4,20,11,2002
11253,20/11/2002,SF724,HK,C,0,0,4,20,11,2002
11255,20/11/2002,SF726,HK,C,0,0,4,20,11,2002
11256,20/11/2002,SF727,HK,C,0,0,4,20,11,2002
11258,20/11/2002,AP332,HK,C,0,0,1,20,11,2002
11259,20/11/2002,AP 333,HK,C,0,0,1,20,11,2002
11260,20/11/2002,AP334,HK,C,0,0,1,20,11,2002
11261,20/11/2002,AP335,HK,C,0,0,1,20,11,2002
11262,20/11/2002,AP336,HK,C,0,0,1,20,11,2002
11263,20/11/2002,AP337,HK,C,0,0,1,20,11,2002
11264,20/11/2002,AP338,HK,C,0,0,1,20,11,2002
11265,20/11/2002,AP339,HK,C,0,0,1,20,11,2002
11266,20/11/2002,AP340,HK,C,0,0,1,20,11,2002
11267,20/11/2002,AP341,HK,C,0,0,1,20,11,2002
11268,20/11/2002,AP342,HK,C,0,0,1,20,11,2002
11273,20/11/2002,AP347,HK,C+Sc,0,0,1,20,11,2002
11274,20/11/2002,AP348,HK,C+Sc,0,0,1,20,11,2002
11275,20/11/2002,AP349,HK,C,0,0,1,20,11,2002
11276,20/11/2002,AP350,HK,C,0,0,1,20,11,2002
11277,20/11/2002,AP351,HK,C,0,0,1,20,11,2002
11278,20/11/2002,AP352,HK,C,0,0,1,20,11,2002
11279,20/11/2002,AP353,HK,C,0,0,1,20,11,2002
11280,20/11/2002,AP354,HK,C,0,0,1,20,11,2002
11281,20/11/2002,AP355,HK,C,0,0,1,20,11,2002
11282,20/11/2002,AP356,HK,C,0,0,1,20,11,2002
11284,20/11/2002,AP358,HK,C,0,0,1,20,11,2002
11285,20/11/2002,AP359,HK,C,0,0,1,20,11,2002
11286,20/11/2002,AP360,HK,C+GF,0,0,1,20,11,2002
11287,20/11/2002,AP361,HK,C+Sc,0,0,1,20,11,2002
11288,20/11/2002,AP362,HK,C,0,0,1,20,11,2002
11289,20/11/2002,AP363,HK,C,0,0,1,20,11,2002
11290,20/11/2002,AP364,HK,C,0,0,1,20,11,2002
11291,20/11/2002,AP365,HK,C,0,0,1,20,11,2002
11292,20/11/2002,AP366,HK,C,0,0,1,20,11,2002
11293,20/11/2002,AP367,HK,C,0,0,1,20,11,2002
11294,20/11/2002,FY417,KOW,C,0,0,2,20,11,2002
11295,20/11/2002,FY418,KOW,C,0,0,2,20,11,2002
11296,20/11/2002,FY419,KOW,C,0,0,2,20,11,2002
11297,20/11/2002,FY420,KOW,C,0,0,2,20,11,2002
11298,20/11/2002,FY421,KOW,C,0,0,2,20,11,2002
11299,20/11/2002,FY422,KOW,C,0,0,2,20,11,2002
11300,20/11/2002,FY423,KOW,C,0,0,2,20,11,2002
11301,20/11/2002,FY424,KOW,C,0,0,2,20,11,2002
11304,20/11/2002,FY427,KOW,C,0,0,2,20,11,2002
11305,20/11/2002,FY428,KOW,C,0,0,2,20,11,2002
11306,20/11/2002,FY429,KOW,C,0,0,2,20,11,2002
11307,20/11/2002,FY430,KOW,C,0,0,2,20,11,2002
11308,20/11/2002,FY431,KOW,C,0,0,2,20,11,2002
11310,20/11/2002,FY433,KOW,C,0,0,2,20,11,2002
11311,20/11/2002,FY434,KOW,C,0,0,2,20,11,2002
11312,20/11/2002,FY435,KOW,C,0,0,2,20,11,2002
11314,20/11/2002,FY437,KOW,C,0,0,2,20,11,2002
11315,20/11/2002,FY438,KOW,C,0,0,2,20,11,2002
11316,20/11/2002,FY439,KOW,C,0,0,2,20,11,2002
11318,20/11/2002,FY441,KOW,C,0,0,2,20,11,2002
11319,20/11/2002,FY442,KOW,C,0,0,2,20,11,2002
11325,20/11/2002,FY448,KOW,C,0,0,2,20,11,2002
11326,20/11/2002,FY449,KOW,C,0,0,2,20,11,2002
11327,20/11/2002,FY450,KOW,C,0,0,2,20,11,2002
11329,21/11/2002,SSP1034,KOW,C,0,0,5,21,11,2002
11330,21/11/2002,SSP1035,KOW,C,0,0,5,21,11,2002
11331,21/11/2002,SSP1036,KOW,C,0,0,5,21,11,2002
11332,21/11/2002,SSP1037,KOW,C,0,0,5,21,11,2002
11333,21/11/2002,SSP1038,KOW,C,0,0,5,21,11,2002
11334,21/11/2002,SSP1039,KOW,C,0,0,5,21,11,2002
11335,21/11/2002,SSP1040,KOW,C,0,0,5,21,11,2002
11336,21/11/2002,SSP1041,KOW,C,0,0,5,21,11,2002
11339,21/11/2002,SSP1044,KOW,C,0,0,5,21,11,2002
11340,21/11/2002,SSP1045,KOW,C,0,0,5,21,11,2002
11341,21/11/2002,SSP1046,KOW,C+Sc,0,0,5,21,11,2002
11342,21/11/2002,SSP1047,KOW,C,0,0,5,21,11,2002
11343,21/11/2002,SSP1048,KOW,C,0,0,5,21,11,2002
11344,21/11/2002,SSP1049,KOW,C,0,0,5,21,11,2002
11345,21/11/2002,SSP1050,KOW,C,0,0,5,21,11,2002
11346,21/11/2002,SSP1051,KOW,C,0,0,5,21,11,2002
11347,21/11/2002,SSP1052,KOW,C,0,0,5,21,11,2002
11348,21/11/2002,SSP1053,KOW,C+Sc,1,0,5,21,11,2002
11350,21/11/2002,SSP1055,KOW,C,0,0,5,21,11,2002
11351,21/11/2002,SSP1056,KOW,C,0,0,5,21,11,2002
11362,21/11/2002,SSP1067,KOW,C,0,0,5,21,11,2002
11363,21/11/2002,SSP1068,KOW,C,0,0,5,21,11,2002
11364,21/11/2002,SSP1069,KOW,C,0,0,5,21,11,2002
11365,21/11/2002,SSP1070,KOW,C,0,0,5,21,11,2002
11366,21/11/2002,SSP1071,KOW,C,0,0,5,21,11,2002
11367,21/11/2002,SSP1072,KOW,C,1,0,5,21,11,2002
11368,21/11/2002,SSP1073,KOW,C,0,0,5,21,11,2002
11369,21/11/2002,SSP1074,KOW,C,0,0,5,21,11,2002
11370,21/11/2002,SSP1075,KOW,C,0,0,5,21,11,2002
11371,21/11/2002,SSP1076,KOW,C,0,0,5,21,11,2002
11372,21/11/2002,SSP1077,KOW,C,0,0,5,21,11,2002
11373,21/11/2002,SSP1078,KOW,C,0,0,5,21,11,2002
11374,21/11/2002,SSP1079,KOW,C,0,0,5,21,11,2002
11375,21/11/2002,SSP1080,KOW,C,0,0,5,21,11,2002
11376,21/11/2002,SSP1081,KOW,C,0,0,5,21,11,2002
11377,21/11/2002,SSP1082,KOW,C,0,0,5,21,11,2002
11378,21/11/2002,SSP1083,KOW,C,0,0,5,21,11,2002
11379,21/11/2002,SSP1084,KOW,C,0,0,5,21,11,2002
11380,21/11/2002,SSP1085,KOW,C,0,0,5,21,11,2002
11381,21/11/2002,SSP1086,KOW,C,0,0,5,21,11,2002
11382,21/11/2002,SSP1087,KOW,C,0,0,5,21,11,2002
11383,21/11/2002,SSP1088,KOW,C,0,0,5,21,11,2002
11384,21/11/2002,SSP1089,KOW,C,0,0,5,21,11,2002
11386,21/11/2002,SSP1091,KOW,C,0,0,5,21,11,2002
11387,21/11/2002,SSP1092,KOW,C,0,0,5,21,11,2002
11388,21/11/2002,SSP1093,KOW,C,0,0,5,21,11,2002
11389,21/11/2002,SSP1094,KOW,C,0,0,5,21,11,2002
11390,21/11/2002,SSP1095,KOW,C,0,0,5,21,11,2002
11392,21/11/2002,SSP1097,KOW,C,0,0,5,21,11,2002
11394,21/11/2002,SSP1099,KOW,C,0,0,5,21,11,2002
11395,21/11/2002,SSP1100,KOW,C,1,0,5,21,11,2002
11396,21/11/2002,SSP1101,KOW,C,0,0,5,21,11,2002
11397,21/11/2002,SSP1102,KOW,C+Sc,0,0,5,21,11,2002
11398,21/11/2002,SSP1103,KOW,C,0,0,5,21,11,2002
11399,21/11/2002,SSP1104,KOW,C,0,0,5,21,11,2002
11400,21/11/2002,SSP1105,KOW,C,0,0,5,21,11,2002
11401,21/11/2002,SSP1106,KOW,C,0,0,5,21,11,2002
11402,21/11/2002,SSP1107,KOW,C+Sc,0,0,5,21,11,2002
11403,21/11/2002,SSP1108,KOW,C,0,0,5,21,11,2002
11404,21/11/2002,SSP1109,KOW,C,0,0,5,21,11,2002
11405,21/11/2002,SSP1110,KOW,C,0,1,5,21,11,2002
11411,21/11/2002,SSP1116,KOW,C+Sc,0,0,5,21,11,2002
11412,21/11/2002,SSP1117,KOW,C,0,0,5,21,11,2002
11416,21/11/2002,NT733,KOW,C+Sc,0,0,3,21,11,2002
11420,21/11/2002,NT737,KOW,C,0,0,3,21,11,2002
11421,21/11/2002,NT738,KOW,C,0,0,3,21,11,2002
11422,21/11/2002,NT739,KOW,C,0,0,3,21,11,2002
11423,21/11/2002,NT740,KOW,C,0,0,3,21,11,2002
11424,21/11/2002,NT741,KOW,C,0,0,3,21,11,2002
11429,21/11/2002,NT746,KOW,C,0,0,3,21,11,2002
11430,21/11/2002,NT747,KOW,C,0,0,3,21,11,2002
11431,21/11/2002,NT748,KOW,C,0,0,3,21,11,2002
11432,21/11/2002,NT749,KOW,C+Sc,0,0,3,21,11,2002
11433,21/11/2002,NT750,KOW,C,0,0,3,21,11,2002
11434,21/11/2002,NT751,KOW,C,0,0,3,21,11,2002
11441,21/11/2002,NT758,KOW,C,0,0,3,21,11,2002
11445,21/11/2002,NT762,KOW,C,0,0,3,21,11,2002
11446,21/11/2002,NT763,KOW,C,0,0,3,21,11,2002
11453,21/11/2002,NT770,KOW,C,0,0,3,21,11,2002
11454,21/11/2002,NT771,KOW,C,0,0,3,21,11,2002
11455,21/11/2002,NT772,KOW,C,0,0,3,21,11,2002
11456,21/11/2002,NT773,KOW,C,0,0,3,21,11,2002
11457,21/11/2002,NT774,KOW,C,0,0,3,21,11,2002
11458,21/11/2002,NT775,KOW,C,0,0,3,21,11,2002
11459,21/11/2002,NT776,KOW,C,0,0,3,21,11,2002
11460,21/11/2002,NT777,KOW,C,0,0,3,21,11,2002
11461,21/11/2002,NT778,KOW,C,0,0,3,21,11,2002
11462,21/11/2002,NT779,KOW,C,0,0,3,21,11,2002
11466,21/11/2002,NT783,KOW,C,0,0,3,21,11,2002
11467,21/11/2002,NT784,KOW,C,0,0,3,21,11,2002
11468,21/11/2002,NT785,KOW,C,0,0,3,21,11,2002
11469,21/11/2002,NT786,KOW,C,0,0,3,21,11,2002
11470,21/11/2002,NT787,KOW,C,0,0,3,21,11,2002
11471,21/11/2002,NT788,KOW,C,0,0,3,21,11,2002
11472,21/11/2002,NT789,KOW,C,0,0,3,21,11,2002
11475,21/11/2002,NT792,KOW,C,0,0,3,21,11,2002
11476,21/11/2002,NT793,KOW,C,0,0,3,21,11,2002
11477,21/11/2002,NT794,KOW,C,0,0,3,21,11,2002
12693,10/12/2002,FY453,KOW,C,0,0,2,10,12,2002
12694,10/12/2002,FY454,KOW,C,0,0,2,10,12,2002
12695,10/12/2002,FY455,KOW,C,0,0,2,10,12,2002
12696,10/12/2002,FY456,KOW,C,0,0,2,10,12,2002
12697,10/12/2002,FY457,KOW,C,0,0,2,10,12,2002
12698,10/12/2002,FY458,KOW,C,0,0,2,10,12,2002
12699,10/12/2002,FY459,KOW,C,0,0,2,10,12,2002
12700,10/12/2002,FY460,KOW,C,0,0,2,10,12,2002
12701,10/12/2002,FY461,KOW,C,0,0,2,10,12,2002
12702,10/12/2002,FY462,KOW,C,0,0,2,10,12,2002
12703,10/12/2002,FY463,KOW,C,0,0,2,10,12,2002
12705,10/12/2002,FY465,KOW,C+Sc,0,0,2,10,12,2002
12706,10/12/2002,FY466,KOW,C+Sc,0,0,2,10,12,2002
12707,10/12/2002,FY467,KOW,C+Sc,0,0,2,10,12,2002
12708,10/12/2002,FY468,KOW,C,0,0,2,10,12,2002
12709,10/12/2002,FY469,KOW,C,0,0,2,10,12,2002
12710,10/12/2002,FY470,KOW,C,0,0,2,10,12,2002
12711,10/12/2002,FY471,KOW,C,0,0,2,10,12,2002
12712,10/12/2002,FY472,KOW,C,0,0,2,10,12,2002
12713,10/12/2002,FY473,KOW,C,0,0,2,10,12,2002
12714,10/12/2002,FY474,KOW,C,0,0,2,10,12,2002
12715,10/12/2002,FY475,KOW,C,0,0,2,10,12,2002
12716,10/12/2002,FY476,KOW,C,0,0,2,10,12,2002
12717,10/12/2002,FY477,KOW,C,0,0,2,10,12,2002
12718,10/12/2002,FY478,KOW,C,0,0,2,10,12,2002
12719,10/12/2002,FY479,KOW,C,0,0,2,10,12,2002
12720,10/12/2002,FY480,KOW,C,0,0,2,10,12,2002
12724,10/12/2002,FY484,KOW,C,0,0,2,10,12,2002
12726,10/12/2002,SF729,HK,C,0,0,4,10,12,2002
12727,10/12/2002,SF730,HK,C,0,0,4,10,12,2002
12728,10/12/2002,SF731,HK,C,0,0,4,10,12,2002
12729,10/12/2002,SF732,HK,C,0,0,4,10,12,2002
12730,10/12/2002,SF733,HK,C,0,0,4,10,12,2002
12731,10/12/2002,SF734,HK,C,0,0,4,10,12,2002
12732,10/12/2002,SF735,HK,C,0,0,4,10,12,2002
12733,10/12/2002,SF736,HK,C,0,0,4,10,12,2002
12734,10/12/2002,SF737,HK,C,0,0,4,10,12,2002
12735,10/12/2002,SF738,HK,C,0,0,4,10,12,2002
12741,10/12/2002,SF744,HK,C,0,0,4,10,12,2002
12742,10/12/2002,SF745,HK,C,0,0,4,10,12,2002
12743,10/12/2002,SF746,HK,C,0,0,4,10,12,2002
12744,10/12/2002,SF747,HK,C,0,0,4,10,12,2002
12745,10/12/2002,SF748,HK,C,0,0,4,10,12,2002
12749,10/12/2002,SF752,HK,C,0,0,4,10,12,2002
12750,10/12/2002,SF753,HK,C,0,0,4,10,12,2002
12751,10/12/2002,SF754,HK,C,0,0,4,10,12,2002
12752,10/12/2002,SF755,HK,C,0,0,4,10,12,2002
12753,10/12/2002,SF756,HK,C,0,0,4,10,12,2002
12754,10/12/2002,SF757,HK,C,0,0,4,10,12,2002
12755,10/12/2002,SF758,HK,C,0,0,4,10,12,2002
12757,10/12/2002,SF760,HK,C,0,0,4,10,12,2002
12758,10/12/2002,SF761,HK,C,0,0,4,10,12,2002
12759,10/12/2002,SF762,HK,C,0,0,4,10,12,2002
12760,10/12/2002,SF763,HK,C,0,0,4,10,12,2002
12773,10/12/2002,SF776,HK,C,0,0,4,10,12,2002
12775,10/12/2002,SF778,HK,C,0,0,4,10,12,2002
12776,10/12/2002,SF779,HK,C,0,0,4,10,12,2002
12777,10/12/2002,SF780,HK,C,0,0,4,10,12,2002
12778,10/12/2002,SF781,HK,C,0,0,4,10,12,2002
12779,10/12/2002,SF782,HK,C,0,0,4,10,12,2002
12780,10/12/2002,SF783,HK,C,0,0,4,10,12,2002
12781,10/12/2002,SF784,HK,C,0,0,4,10,12,2002
12782,10/12/2002,SF785,HK,C,0,0,4,10,12,2002
12786,10/12/2002,SF789,HK,C,0,0,4,10,12,2002
12789,10/12/2002,SF792,HK,C,0,0,4,10,12,2002
12790,10/12/2002,SF793,HK,C,0,0,4,10,12,2002
12791,10/12/2002,SF794,HK,C,0,0,4,10,12,2002
12792,10/12/2002,SF795,HK,C,0,0,4,10,12,2002
12793,10/12/2002,SF796,HK,C,0,0,4,10,12,2002
12795,10/12/2002,AP368,HK,C+Sc,0,0,1,10,12,2002
12798,10/12/2002,AP371,HK,C,0,0,1,10,12,2002
12799,10/12/2002,AP372,HK,C,0,0,1,10,12,2002
12800,10/12/2002,AP373,HK,C,0,0,1,10,12,2002
12801,10/12/2002,AP374,HK,C,0,0,1,10,12,2002
12802,10/12/2002,AP375,HK,C,0,0,1,10,12,2002
12803,10/12/2002,AP376,HK,C,0,0,1,10,12,2002
12804,10/12/2002,AP377,HK,C,0,0,1,10,12,2002
12805,10/12/2002,AP378,HK,C,0,0,1,10,12,2002
12806,10/12/2002,AP379,HK,C,0,0,1,10,12,2002
12807,10/12/2002,AP380,HK,C,0,0,1,10,12,2002
12808,10/12/2002,AP381,HK,C,0,0,1,10,12,2002
12809,10/12/2002,AP382,HK,C,0,0,1,10,12,2002
12812,10/12/2002,AP385,HK,C,0,0,1,10,12,2002
12813,10/12/2002,AP386,HK,C,0,0,1,10,12,2002
12814,10/12/2002,AP387,HK,C,0,0,1,10,12,2002
12815,10/12/2002,AP388,HK,C,0,0,1,10,12,2002
12816,10/12/2002,AP389,HK,C,0,0,1,10,12,2002
12817,10/12/2002,AP390,HK,C,0,0,1,10,12,2002
12818,10/12/2002,AP391,HK,C,0,0,1,10,12,2002
12821,10/12/2002,AP394,HK,C,0,0,1,10,12,2002
12824,10/12/2002,AP397,HK,C,0,0,1,10,12,2002
12829,11/12/2002,NT805,KOW,C+Sc,0,0,3,11,12,2002
12832,11/12/2002,NT808,KOW,C,0,0,3,11,12,2002
12833,11/12/2002,NT809,KOW,C+Sc,1,0,3,11,12,2002
12834,11/12/2002,NT810,KOW,C,0,0,3,11,12,2002
12835,11/12/2002,NT811,KOW,C,0,0,3,11,12,2002
12836,11/12/2002,NT812,KOW,C,0,0,3,11,12,2002
12841,11/12/2002,NT817,KOW,C,0,0,3,11,12,2002
12845,11/12/2002,NT821,KOW,C,0,0,3,11,12,2002
12846,11/12/2002,NT822,KOW,C,1,0,3,11,12,2002
12847,11/12/2002,NT823,KOW,C,0,0,3,11,12,2002
12848,11/12/2002,NT824,KOW,C+Sc,0,0,3,11,12,2002
12850,11/12/2002,NT826,KOW,C,0,0,3,11,12,2002
12851,11/12/2002,NT827,KOW,C,0,0,3,11,12,2002
12855,11/12/2002,NT831,KOW,C,0,0,3,11,12,2002
12856,11/12/2002,NT832,KOW,C,0,0,3,11,12,2002
12858,11/12/2002,NT834,KOW,C,0,0,3,11,12,2002
12860,11/12/2002,NT836,KOW,C,0,0,3,11,12,2002
12861,11/12/2002,NT837,KOW,C,0,0,3,11,12,2002
12862,11/12/2002,NT838,KOW,C,0,0,3,11,12,2002
12863,11/12/2002,NT839,KOW,C,0,0,3,11,12,2002
12864,11/12/2002,NT840,KOW,C,0,0,3,11,12,2002
12865,11/12/2002,NT841,KOW,C,0,0,3,11,12,2002
12866,11/12/2002,NT842,KOW,C,0,0,3,11,12,2002
12867,11/12/2002,NT843,KOW,C,0,0,3,11,12,2002
12872,11/12/2002,NT848,KOW,C,0,0,3,11,12,2002
12873,11/12/2002,NT849,KOW,C,0,0,3,11,12,2002
12874,11/12/2002,NT850,KOW,C,0,0,3,11,12,2002
12875,11/12/2002,NT851,KOW,C,0,0,3,11,12,2002
12876,11/12/2002,NT852,KOW,C,0,0,3,11,12,2002
12877,11/12/2002,NT853,KOW,C,0,0,3,11,12,2002
12878,11/12/2002,NT854,KOW,C,0,0,3,11,12,2002
12879,11/12/2002,NT855,KOW,C,0,0,3,11,12,2002
12880,11/12/2002,NT856,KOW,C,0,0,3,11,12,2002
12881,11/12/2002,NT857,KOW,C,0,0,3,11,12,2002
12882,11/12/2002,SSP1120,KOW,C,0,0,5,11,12,2002
12883,11/12/2002,SSP1121,KOW,C,0,0,5,11,12,2002
12884,11/12/2002,SSP1122,KOW,C,0,0,5,11,12,2002
12885,11/12/2002,SSP1123,KOW,C,0,0,5,11,12,2002
12888,11/12/2002,SSP1126,KOW,C,0,0,5,11,12,2002
12889,11/12/2002,SSP1127,KOW,C,0,1,5,11,12,2002
12890,11/12/2002,SSP1128,KOW,C,0,0,5,11,12,2002
12891,11/12/2002,SSP1129,KOW,C,0,0,5,11,12,2002
12892,11/12/2002,SSP1130,KOW,C,0,0,5,11,12,2002
12894,11/12/2002,SSP1132,KOW,C,0,0,5,11,12,2002
12895,11/12/2002,SSP1133,KOW,C,0,0,5,11,12,2002
12896,11/12/2002,SSP1134,KOW,C,0,0,5,11,12,2002
12898,11/12/2002,SSP1136,KOW,C,0,0,5,11,12,2002
12899,11/12/2002,SSP1137,KOW,C,1,0,5,11,12,2002
12900,11/12/2002,SSP1138,KOW,C,0,0,5,11,12,2002
12903,11/12/2002,SSP1141,KOW,C,0,0,5,11,12,2002
12904,11/12/2002,SSP1142,KOW,C,0,0,5,11,12,2002
12905,11/12/2002,SSP1143,KOW,C,0,0,5,11,12,2002
12906,11/12/2002,SSP1144,KOW,C,0,0,5,11,12,2002
12907,11/12/2002,SSP1145,KOW,C,0,0,5,11,12,2002
12908,11/12/2002,SSP1146,KOW,C,0,0,5,11,12,2002
12909,11/12/2002,SSP1147,KOW,C+Sc,0,0,5,11,12,2002
12910,11/12/2002,SSP1148,KOW,C,0,0,5,11,12,2002
12911,11/12/2002,SSP1149,KOW,C,0,0,5,11,12,2002
12914,11/12/2002,SSP1152,KOW,C,0,0,5,11,12,2002
12915,11/12/2002,SSP1153,KOW,C,0,0,5,11,12,2002
12918,11/12/2002,SSP1156,KOW,C,1,0,5,11,12,2002
12919,11/12/2002,SSP1157,KOW,C,0,0,5,11,12,2002
12920,11/12/2002,SSP1158,KOW,C,0,0,5,11,12,2002
12921,11/12/2002,SSP1159,KOW,C,0,0,5,11,12,2002
12922,11/12/2002,SSP1160,KOW,C,0,0,5,11,12,2002
12923,11/12/2002,SSP1161,KOW,C,1,0,5,11,12,2002
12924,11/12/2002,SSP1162,KOW,C+Sc,0,0,5,11,12,2002
12925,11/12/2002,SSP1163,KOW,C,0,0,5,11,12,2002
12926,11/12/2002,SSP1164,KOW,C,0,0,5,11,12,2002
12927,11/12/2002,SSP1165,KOW,C,0,0,5,11,12,2002
12929,11/12/2002,SSP1167,KOW,C+Sc,0,0,5,11,12,2002
12930,11/12/2002,SSP1168,KOW,C,1,0,5,11,12,2002
12932,11/12/2002,SSP1170,KOW,C+Sc,0,1,5,11,12,2002
12934,11/12/2002,SSP1172,KOW,C,0,0,5,11,12,2002
12936,11/12/2002,SSP1174,KOW,C,0,0,5,11,12,2002
12937,11/12/2002,SSP1175,KOW,C,0,0,5,11,12,2002
12938,11/12/2002,SSP1176,KOW,C,0,0,5,11,12,2002
12939,11/12/2002,SSP1177,KOW,C,0,0,5,11,12,2002
12940,11/12/2002,SSP1178,KOW,C,0,0,5,11,12,2002
12942,11/12/2002,SSP1180,KOW,C,0,0,5,11,12,2002
12943,11/12/2002,SSP1181,KOW,C,0,0,5,11,12,2002
12944,11/12/2002,SSP1182,KOW,C,0,0,5,11,12,2002
12945,11/12/2002,SSP1183,KOW,C,0,0,5,11,12,2002
12946,11/12/2002,SSP1184,KOW,C,0,0,5,11,12,2002
12947,11/12/2002,SSP1185,KOW,C,0,0,5,11,12,2002
12948,11/12/2002,SSP1186,KOW,C,0,0,5,11,12,2002
12949,11/12/2002,SSP1187,KOW,C,0,0,5,11,12,2002
12950,11/12/2002,SSP1188,KOW,C,0,0,5,11,12,2002
12951,11/12/2002,SSP1189,KOW,C,0,0,5,11,12,2002
12952,11/12/2002,SSP1190,KOW,C,0,0,5,11,12,2002
12953,11/12/2002,SSP1191,KOW,C,0,0,5,11,12,2002
12954,11/12/2002,SSP1192,KOW,C,0,0,5,11,12,2002
12955,11/12/2002,SSP1193,KOW,C,0,0,5,11,12,2002
12956,11/12/2002,SSP1194,KOW,C,0,0,5,11,12,2002
12957,11/12/2002,SSP1195,KOW,C,0,0,5,11,12,2002
12958,11/12/2002,SSP1196,KOW,C,0,0,5,11,12,2002
12959,11/12/2002,SSP1197,KOW,C,0,0,5,11,12,2002
12960,11/12/2002,SSP1198,KOW,C,0,1,5,11,12,2002
12961,12/12/2002,YU1793,NEWT,C,0,0,8,12,12,2002
12963,12/12/2002,YU1795,NEWT,C,0,0,8,12,12,2002
12964,12/12/2002,YU1796,NEWT,C,0,0,8,12,12,2002
12965,12/12/2002,YU1797,NEWT,C,0,0,8,12,12,2002
12966,12/12/2002,YU1798,NEWT,C,0,0,8,12,12,2002
12967,12/12/2002,YU1799,NEWT,C,0,0,8,12,12,2002
12968,12/12/2002,YU1800,NEWT,C,0,0,8,12,12,2002
12969,12/12/2002,YU1801,NEWT,C,0,0,8,12,12,2002
12970,12/12/2002,YU1802,NEWT,C,0,0,8,12,12,2002
12971,12/12/2002,YU1803,NEWT,C,0,0,8,12,12,2002
12972,12/12/2002,YU1804,NEWT,C,0,0,8,12,12,2002
12973,12/12/2002,YU1805,NEWT,C,0,0,8,12,12,2002
12974,12/12/2002,YU1806,NEWT,C,0,0,8,12,12,2002
12975,12/12/2002,YU1807,NEWT,C,0,0,8,12,12,2002
12982,12/12/2002,YU1814,NEWT,C,0,0,8,12,12,2002
12986,12/12/2002,YU1818,NEWT,C,0,0,8,12,12,2002
12987,12/12/2002,YU1819,NEWT,C,0,0,8,12,12,2002
12990,12/12/2002,YU1822,NEWT,C,0,0,8,12,12,2002
12991,12/12/2002,YU1823,NEWT,C,0,0,8,12,12,2002
12992,12/12/2002,YU1824,NEWT,C,0,0,8,12,12,2002
12993,12/12/2002,YU1825,NEWT,C,0,0,8,12,12,2002
12994,12/12/2002,YU1826,NEWT,C,0,0,8,12,12,2002
12995,12/12/2002,YU1827,NEWT,C,0,0,8,12,12,2002
12996,12/12/2002,YU1828,NEWT,C,0,0,8,12,12,2002
12997,12/12/2002,YU1829,NEWT,C,1,0,8,12,12,2002
12998,12/12/2002,YU1830,NEWT,C,0,0,8,12,12,2002
12999,12/12/2002,YU1831,NEWT,C,0,0,8,12,12,2002
13000,12/12/2002,YU1832,NEWT,C,0,0,8,12,12,2002
13001,12/12/2002,YU1833,NEWT,C,0,0,8,12,12,2002
13002,12/12/2002,YU1834,NEWT,C,0,0,8,12,12,2002
13003,12/12/2002,YU1835,NEWT,C,0,0,8,12,12,2002
13004,12/12/2002,YU1836,NEWT,C,0,0,8,12,12,2002
13005,12/12/2002,YU1837,NEWT,C,0,0,8,12,12,2002
13006,12/12/2002,YU1838,NEWT,C,0,0,8,12,12,2002
13007,12/12/2002,YU1839,NEWT,C,0,0,8,12,12,2002
13008,12/12/2002,YU1840,NEWT,C,0,0,8,12,12,2002
13009,12/12/2002,YU1841,NEWT,C,0,0,8,12,12,2002
13010,12/12/2002,YU1842,NEWT,C,0,0,8,12,12,2002
13011,12/12/2002,YU1843,NEWT,C,0,0,8,12,12,2002
13012,12/12/2002,YU1844,NEWT,C,0,0,8,12,12,2002
13013,12/12/2002,YU1845,NEWT,C,0,0,8,12,12,2002
13014,12/12/2002,YU1846,NEWT,C,0,0,8,12,12,2002
13015,12/12/2002,YU1847,NEWT,C,0,0,8,12,12,2002
13018,12/12/2002,YU1850,NEWT,C,0,0,8,12,12,2002
13019,12/12/2002,YU1851,NEWT,C,0,0,8,12,12,2002
13020,12/12/2002,YU1852,NEWT,C,0,0,8,12,12,2002
13022,12/12/2002,YU1854,NEWT,C,0,0,8,12,12,2002
13023,12/12/2002,YU1855,NEWT,C,0,0,8,12,12,2002
13024,12/12/2002,YU1856,NEWT,C,0,0,8,12,12,2002
13026,12/12/2002,YU1858,NEWT,C,0,0,8,12,12,2002
13028,12/12/2002,YU1860,NEWT,C,0,0,8,12,12,2002
13030,12/12/2002,YU1862,NEWT,C,1,0,8,12,12,2002
13031,12/12/2002,YU1863,NEWT,C,0,0,8,12,12,2002
13032,12/12/2002,YU1864,NEWT,C,0,0,8,12,12,2002
13034,12/12/2002,YU1866,NEWT,C,0,0,8,12,12,2002
13035,12/12/2002,YU1867,NEWT,C,1,0,8,12,12,2002
13036,12/12/2002,YU1868,NEWT,C,0,0,8,12,12,2002
13037,12/12/2002,YU1869,NEWT,C,0,0,8,12,12,2002
